opdrachtomschrijving,onderwerp;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. en evaluatie van de resultaten door middel van casestudies.,Software Architecture;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Software Architecture;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met een prototype als eindresultaat.,Business Process Analytics;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. en evaluatie van de resultaten door middel van casestudies.,Business Change and Innovation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. met focus op scalability en performance.,Data Science;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. inclusief aanbevelingen voor toekomstige verbeteringen.,Data Science;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. gericht op innovatieve toepassingen binnen de industrie.,Data Visualisation;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. met een prototype als eindresultaat.,Software Architecture;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. inclusief aanbevelingen voor toekomstige verbeteringen.,Data Visualisation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Software Architecture;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Opzetten van een framework voor Software Architecture bij microservices. met een prototype als eindresultaat.,Software Architecture;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met een prototype als eindresultaat.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. inclusief aanbevelingen voor toekomstige verbeteringen.,Artificial Intelligence;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met een prototype als eindresultaat.,Design Science Research;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. inclusief aanbevelingen voor toekomstige verbeteringen.,Artificial Intelligence;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. inclusief aanbevelingen voor toekomstige verbeteringen.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Artificial Intelligence;
Ontwikkeling van een Event Log App die data uit meerdere bronnen kan integreren en visualiseren. waarbij nadruk ligt op praktische toepasbaarheid.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. gericht op innovatieve toepassingen binnen de industrie.,Design Science Research;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. en evaluatie van de resultaten door middel van casestudies.,Software Architecture;
Opzetten van een framework voor Software Architecture bij microservices. inclusief aanbevelingen voor toekomstige verbeteringen.,Business Process Analytics;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. inclusief aanbevelingen voor toekomstige verbeteringen.,Ethical Hacking;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Business Process Analytics;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met een prototype als eindresultaat.,Software Architecture;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Process Analytics;
Verbetering van business change processen door middel van procesautomatisering. inclusief aanbevelingen voor toekomstige verbeteringen.,Creative Digital Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. gericht op innovatieve toepassingen binnen de industrie.,Data Science;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met een prototype als eindresultaat.,Data Science;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met focus op scalability en performance.,Design Science Research;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. gericht op innovatieve toepassingen binnen de industrie.,Data Science;
Opzetten van een framework voor Software Architecture bij microservices. gericht op innovatieve toepassingen binnen de industrie.,Data Visualisation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. gericht op innovatieve toepassingen binnen de industrie.,Creative Digital Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. en evaluatie van de resultaten door middel van casestudies.,Ethical Hacking;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. met een prototype als eindresultaat.,Creative Digital Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met focus op scalability en performance.,Business Change and Innovation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. en evaluatie van de resultaten door middel van casestudies.,Software Architecture;
Opzetten van een framework voor Software Architecture bij microservices. met focus op scalability en performance.,Data Visualisation;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met focus op scalability en performance.,Data Visualisation;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. inclusief aanbevelingen voor toekomstige verbeteringen.,Design Science Research;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Business Change and Innovation;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met focus op scalability en performance.,Creative Digital Innovation;
Verbetering van business change processen door middel van procesautomatisering. waarbij nadruk ligt op praktische toepasbaarheid.,Ethical Hacking;
Verbetering van business change processen door middel van procesautomatisering. met focus op scalability en performance.,Business Process Analytics;
Analyse van bezoekersstromen door middel van data science technieken en machine learning. met focus op scalability en performance.,Business Change and Innovation;
Creëren van handvatten voor het opzetten van Digital Twins in de bouwsector. waarbij nadruk ligt op praktische toepasbaarheid.,Creative Digital Innovation;
Verbetering van business change processen door middel van procesautomatisering. gericht op innovatieve toepassingen binnen de industrie.,Business Change and Innovation;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. en evaluatie van de resultaten door middel van casestudies.,Design Science Research;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. met focus op scalability en performance.,Business Process Analytics;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. waarbij nadruk ligt op praktische toepasbaarheid.,Artificial Intelligence;
Onderzoek naar veilige authenticatieprotocollen binnen IoT-omgevingen. met een prototype als eindresultaat.,Artificial Intelligence;
Onderzoek naar de impact van AI bij besluitvorming in businessprocessen. en evaluatie van de resultaten door middel van casestudies.,Data Science;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. waarbij nadruk ligt op praktische toepasbaarheid.,Business Change and Innovation;
Proof of Concept voor ethische hacking van webapplicaties met nadruk op beveiligingslekken. met focus op scalability en performance.,Software Architecture;
Ontwikkeling van een dashboard voor data visualisation van real-time sensorinformatie. met focus op scalability en performance.,Business Process Analytics;
